datetime,DEMAND,week_X-2,week_X-3,week_X-4,MA_X-4,dayOfWeek,weekend,holiday,Holiday_ID,hourOfDay,T2M_toc
1/31/2015 1:00,954.2018,962.2865,906.958,970.345,938.00485,1,1,0,0,1,25.30849609
1/31/2015 2:00,913.866,933.3221,863.5135,912.1755,900.284075,1,1,0,0,2,25.14144287
1/31/2015 3:00,903.3637,903.9817,848.4447,900.2688,881.704325,1,1,0,0,3,25.00673828
1/31/2015 4:00,889.0806,900.9995,839.8821,889.9538,876.458825,1,1,0,0,4,24.89971313
1/31/2015 5:00,910.1472,904.3481,847.1073,893.6865,879.190775,1,1,0,0,5,24.82155762
1/31/2015 6:00,922.1737,912.508,848.4718,879.2323,877.027925,1,1,0,0,6,24.83019409
1/31/2015 7:00,939.9442,927.5976,897.8229,932.4876,920.381925,1,1,0,0,7,25.79995117
1/31/2015 8:00,1077.8575,1075.3486,1021.672,1048.972,1057.194625,1,1,0,0,8,26.98031006
1/31/2015 9:00,1179.6601,1116.6425,1108.9439,1167.9074,1138.17875,1,1,0,0,9,28.03182373
1/31/2015 10:00,1255.1569,1121.9048,1165.4756,1257.5069,1189.291375,1,1,0,0,10,28.90606079
1/31/2015 11:00,1253.4414,1149.28,1179.063,1254.583,1202.799725,1,1,0,0,11,29.55516968
1/31/2015 12:00,1223.6116,1124.3282,1173.0899,1216.9004,1176.489125,1,1,0,0,12,30.03652344
1/31/2015 13:00,1160.2838,1100.5307,1161.4116,1202.1556,1153.509625,1,1,0,0,13,30.26552734
1/31/2015 14:00,1124.8878,1081.4347,1133.3133,1197.2616,1138.098025,1,1,0,0,14,30.21114502
1/31/2015 15:00,1112.4189,1065.0331,1100.6097,1169.0034,1124.01035,1,1,0,0,15,29.73275146
1/31/2015 16:00,1081.7406,1056.8685,1082.6875,1136.7054,1061.039175,1,1,0,0,16,28.98827515
1/31/2015 17:00,1064.8583,1053.7863,1051.4135,1101.9447,929.245075,1,1,0,0,17,27.99349365
1/31/2015 18:00,1095.5704,1046.294,1088.8689,1107.0406,1057.654125,1,1,0,0,18,27.021875
1/31/2015 19:00,1116.6654,1063.8643,1144.2722,1142.1548,1107.91455,1,1,0,0,19,26.52001343
1/31/2015 20:00,1094.677,1054.0308,1102.2466,1097.2334,1072.61775,1,1,0,0,20,26.24984131
1/31/2015 21:00,1075.2083,1026.6331,1064.151,1074.6544,1044.4172,1,1,0,0,21,26.01879272
1/31/2015 22:00,1041.0831,982.6391,1030.4566,1041.3244,1012.04365,1,1,0,0,22,25.8795105
1/31/2015 23:00,988.5723,928.4173,979.5945,999.634,958.003575,1,1,0,0,23,25.74007568
2/1/2015 0:00,939.5286,891.4272,956.5766,968.0526,929.791225,2,1,0,0,0,25.59490356
2/1/2015 1:00,904.3712,873.3819,924.2795,944.0556,905.487275,2,1,0,0,1,25.44844971
2/1/2015 2:00,883.9448,844.9238,887.4576,928.7193,873.7144,2,1,0,0,2,25.32375488
2/1/2015 3:00,871.9966,831.5366,858.9606,909.5566,849.3035,2,1,0,0,3,25.22103271
2/1/2015 4:00,856.8211,824.3757,847.4881,894.6543,840.293375,2,1,0,0,4,25.12856445
2/1/2015 5:00,849.8465,815.4005,842.7522,884.6659,834.4634,2,1,0,0,5,25.04360352
2/1/2015 6:00,822.266,785.2751,807.4211,862.9888,810.501925,2,1,0,0,6,25.09682617
2/1/2015 7:00,838.5545,784.115,813.1819,871.6873,815.810325,2,1,0,0,7,26.0197998
2/1/2015 8:00,899.4324,850.1076,873.801,912.4966,867.222075,2,1,0,0,8,27.2050415
2/1/2015 9:00,965.9481,900.5203,935.3192,969.8017,925.125075,2,1,0,0,9,28.29564819
2/1/2015 10:00,1002.2078,947.4644,1009.0054,1019.3105,983.277875,2,1,0,0,10,29.21157227
2/1/2015 11:00,1056.399,994.9207,1070.3791,1059.7497,1025.616825,2,1,0,0,11,29.91152344
2/1/2015 12:00,1056.4006,997.6492,1070.603,1069.7854,1031.22655,2,1,0,0,12,30.38875732
2/1/2015 13:00,1077.2239,1022.2995,1073.1479,1087.2858,1049.90105,2,1,0,0,13,30.54152832
2/1/2015 14:00,1088.7217,1005.4982,1064.0288,1087.1689,1042.6097,2,1,0,0,14,30.39263306
2/1/2015 15:00,1046.6546,976.7352,1060.6283,1075.3804,1029.023825,2,1,0,0,15,29.99852905
2/1/2015 16:00,1017.8311,950.3055,1030.8882,1056.4102,1002.4353,2,1,0,0,16,29.31972656
2/1/2015 17:00,1006.1248,924.8994,1015.4938,1033.7229,986.905375,2,1,0,0,17,28.28914795
2/1/2015 18:00,1046.1947,956.6288,1073.743,1101.5439,1036.5861,2,1,0,0,18,27.24123535
2/1/2015 19:00,1091.9585,989.6201,1113.4443,1137.1754,1074.2451,2,1,0,0,19,26.6687561
2/1/2015 20:00,1090.4694,937.0267,1122.2487,1133.2082,1063.04415,2,1,0,0,20,26.38445435
2/1/2015 21:00,1091.6983,923.1207,1095.6601,1102.3695,1042.4698,2,1,0,0,21,26.20546875
2/1/2015 22:00,1034.9049,866.1484,1046.8138,1072.5808,1000.092575,2,1,0,0,22,26.00844727
2/1/2015 23:00,994.0731,854.4974,1010.9126,1012.596,966.684375,2,1,0,0,23,25.84731445
2/2/2015 0:00,943.5229,921.9623,968.9371,958.6209,945.65055,3,0,0,0,0,25.70064697
2/2/2015 1:00,905.0674,898.0128,941.5469,928.5338,919.028,3,0,0,0,1,25.584375
2/2/2015 2:00,879.561,866.318,898.3399,901.5402,886.168475,3,0,0,0,2,25.50039063
2/2/2015 3:00,866.0936,850.4627,881.8438,887.7822,870.782525,3,0,0,0,3,25.424646
2/2/2015 4:00,867.6498,840.0504,870.5737,881.0019,860.30935,3,0,0,0,4,25.37709961
2/2/2015 5:00,894.4236,852.0383,876.8468,885.4197,868.679475,3,0,0,0,5,25.29445801
2/2/2015 6:00,932.014,907.98,903.8017,902.0863,901.64035,3,0,0,0,6,25.32091675
2/2/2015 7:00,1056.5999,977.8589,1018.3418,1037.157,1008.901025,3,0,0,0,7,26.20232544
2/2/2015 8:00,1243.7667,1163.8845,1228.567,1191.9135,1189.60335,3,0,0,0,8,27.4352356
2/2/2015 9:00,1374.76,1252.612,1317.0702,1319.8159,1295.57435,3,0,0,0,9,28.67043457
2/2/2015 10:00,1422.2283,1330.4315,1413.0273,1383.0651,1363.708125,3,0,0,0,10,29.71605835
2/2/2015 11:00,1462.1711,1362.5769,1452.004,1415.1816,1398.0677,3,0,0,0,11,30.48473511
2/2/2015 12:00,1459.8766,1358.9632,1439.2499,1398.8659,1391.15565,3,0,0,0,12,31.00649414
2/2/2015 13:00,1485.6554,1383.8766,1468.9201,1430.5514,1417.568625,3,0,0,0,13,31.31035767
2/2/2015 14:00,1495.018,1372.4912,1466.2352,1413.9896,1408.8859,3,0,0,0,14,31.36409912
2/2/2015 15:00,1457.9692,1323.3944,1420.9684,1378.7528,1365.765475,3,0,0,0,15,31.10469971
2/2/2015 16:00,1388.2991,1273.2729,1352.0557,1292.2593,1303.24625,3,0,0,0,16,30.44579468
2/2/2015 17:00,1263.3674,1185.6596,1218.532,1178.1032,1190.38715,3,0,0,0,17,29.35628662
2/2/2015 18:00,1249.8193,1160.0813,1214.6585,1188.0149,1181.083775,3,0,0,0,18,28.14327393
2/2/2015 19:00,1225.9572,1198.0354,1247.0384,1207.7648,1210.475375,3,0,0,0,19,27.32619629
2/2/2015 20:00,1197.0408,1165.8139,1196.3554,1156.6583,1166.7966,3,0,0,0,20,26.88411865
2/2/2015 21:00,1164.1552,1113.3515,1179.6993,1114.1973,1128.601975,3,0,0,0,21,26.6378418
2/2/2015 22:00,1098.1941,1070.1869,1113.0861,1066.7578,1078.0371,3,0,0,0,22,26.43724976
2/2/2015 23:00,1036.7564,1007.8284,1069.6154,1002.3568,1011.62745,3,0,0,0,23,26.27556763
2/3/2015 0:00,986.2283,899.6775,1008.6023,931.5394,940.084575,4,0,0,0,0,26.15786133
2/3/2015 1:00,942.6513,848.3934,963.507,914.6895,906.0267,4,0,0,0,1,26.01192627
2/3/2015 2:00,917.1786,811.2,932.9905,890.8448,876.12375,4,0,0,0,2,25.82140503
2/3/2015 3:00,898.5525,791.85,914.5482,869.0447,857.08715,4,0,0,0,3,25.72402344
2/3/2015 4:00,883.5186,792.28,890.0387,852.4821,844.0519,4,0,0,0,4,25.64223633
2/3/2015 5:00,898.3382,819.3325,898.9312,891.2575,864.261525,4,0,0,0,5,25.55318604
2/3/2015 6:00,917.6998,874.8625,938.52,895.6612,895.9944,4,0,0,0,6,25.52272949
2/3/2015 7:00,1033.7912,1009.9003,1032.0544,1006.3031,1009.122725,4,0,0,0,7,26.16832886
2/3/2015 8:00,1220.7781,1186.3006,1231.2967,1183.9851,1185.90265,4,0,0,0,8,27.28533325
2/3/2015 9:00,1360.6455,1286.7323,1342.1865,1311.9373,1294.787425,4,0,0,0,9,28.49224243
2/3/2015 10:00,1424.2357,1266.3286,1400.6246,1384.2441,1342.7286,4,0,0,0,10,29.51821289
2/3/2015 11:00,1447.1545,1315.2625,1418.5336,1401.9173,1373.0326,4,0,0,0,11,30.29708252
2/3/2015 12:00,1443.6939,1296.385,1399.3289,1415.6382,1366.229275,4,0,0,0,12,30.76928101
2/3/2015 13:00,1471.9474,1290.2025,1431.8609,1437.47,1387.8727,4,0,0,0,13,30.89931641
2/3/2015 14:00,1476.5739,1301.9175,1434.055,1430.0527,1388.504125,4,0,0,0,14,30.76415405
2/3/2015 15:00,1456.7079,1261.6325,1410.4219,1383.4537,1356.779625,4,0,0,0,15,30.3109375
2/3/2015 16:00,1366.3884,1216.878,1343.8872,1325.206,1291.818025,4,0,0,0,16,29.44753418
2/3/2015 17:00,1228.8708,1137.6155,1226.8784,1166.9817,1179.95415,4,0,0,0,17,28.26125488
2/3/2015 18:00,1232.1654,1172.4914,1230.8641,1163.0865,1183.8545,4,0,0,0,18,27.15758667
2/3/2015 19:00,1211.1949,1200.8953,1245.7079,1197.1559,1208.679425,4,0,0,0,19,26.5883728
2/3/2015 20:00,1181.0512,1153.6929,1208.0527,1155.743,1156.6847,4,0,0,0,20,26.31224976
2/3/2015 21:00,1133.2501,1143.1843,1174.6285,1116.5382,1122.517325,4,0,0,0,21,26.16942749
2/3/2015 22:00,1074.3844,1091.777,1114.6625,1086.2051,1076.222925,4,0,0,0,22,26.00115356
2/3/2015 23:00,1007.2665,989.8299,1064.1879,1030.0292,1017.083625,4,0,0,0,23,25.85869751
2/4/2015 0:00,970.3767,877.3555,1002.264,979.6728,953.0974333,5,0,0,0,0,25.7461792
2/4/2015 1:00,954.0226,837.056,978.6654,940.4568,918.7260667,5,0,0,0,1,25.63225708
2/4/2015 2:00,933.7406,833.2957,961.1263,908.5931,901.0050333,5,0,0,0,2,25.53341064
2/4/2015 3:00,917.1011,828.9174,949.9135,886.4675,888.4328,5,0,0,0,3,25.45491943
2/4/2015 4:00,911.268,836.9134,941.1751,876.4283,884.8389333,5,0,0,0,4,25.38668213
2/4/2015 5:00,927.4581,866.4172,947.0861,892.4143,901.9725333,5,0,0,0,5,25.35131226
2/4/2015 6:00,939.9341,915.3287,978.1018,907.9188,933.7831,5,0,0,0,6,25.37047729
2/4/2015 7:00,1052.5742,1081.1712,1057.7492,1010.5448,1049.821733,5,0,0,0,7,26.10668335
2/4/2015 8:00,1232.5473,1219.7413,1241.2153,1164.6559,1208.5375,5,0,0,0,8,27.22689209
2/4/2015 9:00,1351.5336,1298.2006,1344.3622,1293.9383,1312.167033,5,0,0,0,9,28.3928772
2/4/2015 10:00,1456.9474,1340.414,1398.4079,1366.6676,1368.4965,5,0,0,0,10,29.41329346
2/4/2015 11:00,1458.099,1408.8723,1430.8634,1390.9173,1410.217667,5,0,0,0,11,30.19359741
2/4/2015 12:00,1442.4243,1403.6007,1425.2537,1383.5812,1404.1452,5,0,0,0,12,30.7008606
2/4/2015 13:00,1449.5299,1405.3013,1452.8792,1407.7425,1421.974333,5,0,0,0,13,30.94973145
2/4/2015 14:00,1433.4813,1418.1509,1453.3303,1408.6819,1426.721033,5,0,0,0,14,30.88833008
2/4/2015 15:00,1380.0214,1367.2117,1407.6635,1362.4042,1379.093133,5,0,0,0,15,30.53386841
2/4/2015 16:00,1321.5847,1290.6977,1344.752,1286.8121,1307.4206,5,0,0,0,16,29.85247192
2/4/2015 17:00,1206.1117,1185.4699,1246.3577,1179.9351,1203.9209,5,0,0,0,17,28.75979004
2/4/2015 18:00,1212.8491,1184.8578,1241.159,1182.7732,1202.93,5,0,0,0,18,27.65303955
2/4/2015 19:00,1196.0489,1158.3512,1266.2798,1206.2524,1210.294467,5,0,0,0,19,27.01638184
2/4/2015 20:00,1159.6063,1098.4266,1239.0832,1143.2591,1160.2563,5,0,0,0,20,26.7043396
2/4/2015 21:00,1141.6525,1078.1409,1198.7594,1138.631,1138.510433,5,0,0,0,21,26.52440796
2/4/2015 22:00,1092.4285,1057.9431,1147.5305,1095.4537,1100.3091,5,0,0,0,22,26.3147522
2/4/2015 23:00,1033.5194,974.7509,1077.9967,1044.1697,1032.305767,5,0,0,0,23,26.1039978
2/5/2015 0:00,1008.4029,939.3309,1009.414,985.8912,978.2120333,6,0,0,0,0,25.88659058
2/5/2015 1:00,953.2703,904.7631,944.5274,962.4068,937.2324333,6,0,0,0,1,25.68221436
2/5/2015 2:00,913.8484,881.7767,923.3099,928.1036,911.0634,6,0,0,0,2,25.52276001
2/5/2015 3:00,886.9057,877.1007,912.9435,917.9997,902.6813,6,0,0,0,3,25.39998779
2/5/2015 4:00,906.5942,871.1848,908.5382,910.9537,896.8922333,6,0,0,0,4,25.31270752
2/5/2015 5:00,926.1827,879.6776,916.359,928.724,908.2535333,6,0,0,0,5,25.23476563
2/5/2015 6:00,933.3929,919.5851,949.9374,931.4314,933.6513,6,0,0,0,6,25.27440796
2/5/2015 7:00,1020.2094,984.2011,1049.5205,1033.7357,1022.485767,6,0,0,0,7,26.0468689
2/5/2015 8:00,1192.1581,1160.4472,1215.5374,1186.5044,1187.496333,6,0,0,0,8,27.22298584
2/5/2015 9:00,1282.7577,1241.2973,1308.8693,1275.112,1275.092867,6,0,0,0,9,28.40856323
2/5/2015 10:00,1362.9883,1302.6967,1383.5532,1348.951,1345.066967,6,0,0,0,10,29.32799683
2/5/2015 11:00,1400.2716,1344.4423,1425.1319,1365.6284,1378.400867,6,0,0,0,11,30.05742798
2/5/2015 12:00,1399.6592,1354.6265,1408.909,1343.4717,1369.0024,6,0,0,0,12,30.53035889
2/5/2015 13:00,1415.1465,1356.5113,1434.3734,1371.5959,1387.493533,6,0,0,0,13,30.72539673
2/5/2015 14:00,1425.6309,1335.7186,1439.2714,1383.9909,1386.326967,6,0,0,0,14,30.65181885
2/5/2015 15:00,1399.3385,1317.0133,1411.9155,1333.5524,1354.1604,6,0,0,0,15,30.20742188
2/5/2015 16:00,1322.7243,1245.011,1320.2123,1255.568,1273.5971,6,0,0,0,16,29.53078613
2/5/2015 17:00,1196.7893,1147.0795,1215.5868,1142.0101,1168.225467,6,0,0,0,17,28.66793213
2/5/2015 18:00,1177.1433,1148.5322,1221.7823,1188.5847,1186.299733,6,0,0,0,18,27.75310669
2/5/2015 19:00,1217.1621,1154.9531,1243.9258,1172.1282,1190.3357,6,0,0,0,19,27.20687256
2/5/2015 20:00,1159.4884,1110.2835,1210.1078,1136.7167,1152.369333,6,0,0,0,20,26.89083252
2/5/2015 21:00,1125.3567,1063.113,1166.7953,1111.7702,1113.892833,6,0,0,0,21,26.68053589
2/5/2015 22:00,1080.8335,1004.2372,1118.9697,1069.2922,1064.166367,6,0,0,0,22,26.49105225
2/5/2015 23:00,1036.0302,963.594,1078.6774,1017.9603,1020.077233,6,0,0,0,23,26.31600342
2/6/2015 0:00,967.2161,926.9042,1025.3113,977.2739,976.4964667,7,0,0,0,0,26.15319214
2/6/2015 1:00,968.5689,881.8726,981.1144,943.6081,935.5317,7,0,0,0,1,25.95125732
2/6/2015 2:00,919.9696,850.4584,959.4843,917.064,909.0022333,7,0,0,0,2,25.77272949
2/6/2015 3:00,900.683,830.8606,940.8151,895.9092,889.1949667,7,0,0,0,3,25.63866577
2/6/2015 4:00,887.1948,839.7299,922.621,885.272,882.5409667,7,0,0,0,4,25.51830444
2/6/2015 5:00,894.5465,854.2011,941.2428,884.8111,893.4183333,7,0,0,0,5,25.46779785
2/6/2015 6:00,939.4745,884.8278,949.9041,866.5622,900.4313667,7,0,0,0,6,25.4878479
2/6/2015 7:00,1029.9243,972.6153,1053.5691,883.0248,969.7364,7,0,0,0,7,26.12835083
2/6/2015 8:00,1192.5079,1160.6851,1214.1629,953.57,1109.472667,7,0,0,0,8,27.03359375
2/6/2015 9:00,1295.6597,1247.7242,1310.7047,1006.9689,1188.465933,7,0,0,0,9,28.03777466
2/6/2015 10:00,1362.0753,1314.013,1392.4875,1058.0176,1254.839367,7,0,0,0,10,29.0329834
2/6/2015 11:00,1393.1365,1334.6282,1419.3144,1088.0395,1280.6607,7,0,0,0,11,29.72768555
2/6/2015 12:00,1380.6543,1325.1781,1407.0465,1080.8465,1271.0237,7,0,0,0,12,30.18535767
2/6/2015 13:00,1374.2628,1340.8775,1439.7809,1073.435,1284.6978,7,0,0,0,13,30.3713623
2/6/2015 14:00,1362.2693,1345.1346,1442.2483,1075.0293,1287.470733,7,0,0,0,14,30.07973633
2/6/2015 15:00,1322.2975,1324.2326,1400.3094,1059.6223,1261.3881,7,0,0,0,15,29.59285889
2/6/2015 16:00,1239.4388,1227.125,1323.8939,1026.1627,1192.393867,7,0,0,0,16,28.90847168
2/6/2015 17:00,1155.213,1178.8622,1213.3788,997.3978,1129.8796,7,0,0,0,17,28.06105957
2/6/2015 18:00,1186.6963,1188.9888,1237.9159,1054.8104,1160.5717,7,0,0,0,18,27.16079102
2/6/2015 19:00,1210.2366,1190.077,1259.9918,1105.863,1185.3106,7,0,0,0,19,26.6796814
2/6/2015 20:00,1147.4526,1159.4148,1222.3446,1085.7856,1155.848333,7,0,0,0,20,26.44005737
2/6/2015 21:00,1120.8447,1108.5598,1187.8758,1061.3146,1119.250067,7,0,0,0,21,26.2449585
2/6/2015 22:00,1069.1463,1061.7806,1179.2041,1033.8639,1091.6162,7,0,0,0,22,26.05285034
2/6/2015 23:00,1024.2274,1011.2574,1053.5185,989.8507,1018.208867,7,0,0,0,23,25.83440552
2/7/2015 0:00,963.816,965.3791,1000.2899,949.5031,971.7240333,1,1,0,0,0,25.58739624
2/7/2015 1:00,918.182,912.4299,962.2865,906.958,933.96905,1,1,0,0,1,25.35482178
2/7/2015 2:00,892.3819,892.1252,933.3221,863.5135,900.7067,1,1,0,0,2,25.19869385
2/7/2015 3:00,877.2844,874.1221,903.9817,848.4447,882.47805,1,1,0,0,3,25.09539185
2/7/2015 4:00,862.8613,874.9999,900.9995,839.8821,876.240525,1,1,0,0,4,25.0046936
2/7/2015 5:00,847.2567,871.6212,904.3481,847.1073,883.30595,1,1,0,0,5,24.90926514
2/7/2015 6:00,851.5046,867.8996,912.508,848.4718,887.763275,1,1,0,0,6,24.87496338
2/7/2015 7:00,911.4666,923.6196,927.5976,897.8229,922.246075,1,1,0,0,7,25.52248535
2/7/2015 8:00,1031.0258,1082.7859,1075.3486,1021.672,1064.416,1,1,0,0,8,26.43798218
2/7/2015 9:00,1122.959,1159.2212,1116.6425,1108.9439,1141.116925,1,1,0,0,9,27.4487854
2/7/2015 10:00,1174.2232,1212.2782,1121.9048,1165.4756,1188.703875,1,1,0,0,10,28.42525635
2/7/2015 11:00,1196.2864,1228.2729,1149.28,1179.063,1202.514325,1,1,0,0,11,29.22753296
2/7/2015 12:00,1175.6091,1191.638,1124.3282,1173.0899,1178.166925,1,1,0,0,12,29.82399902
2/7/2015 13:00,1142.5126,1149.9406,1100.5307,1161.4116,1143.041675,1,1,0,0,13,30.08608398
2/7/2015 14:00,1131.4155,1140.3825,1081.4347,1133.3133,1120.004575,1,1,0,0,14,30.08736572
2/7/2015 15:00,1108.3184,1161.3952,1065.0331,1100.6097,1109.864225,1,1,0,0,15,29.70217285
2/7/2015 16:00,1064.9148,967.8953,1056.8685,1082.6875,1047.297975,1,1,0,0,16,28.90618286
2/7/2015 17:00,1041.11,509.8358,1053.7863,1051.4135,919.973475,1,1,0,0,17,27.7762085
2/7/2015 18:00,1074.9203,988.413,1046.294,1088.8689,1054.786575,1,1,0,0,18,26.74752197
2/7/2015 19:00,1090.9217,1081.3669,1063.8643,1144.2722,1101.5422,1,1,0,0,19,26.14284668
2/7/2015 20:00,1073.7257,1036.9602,1054.0308,1102.2466,1071.97865,1,1,0,0,20,25.78130493
2/7/2015 21:00,1039.5453,1012.2303,1026.6331,1064.151,1044.555675,1,1,0,0,21,25.4600769
2/7/2015 22:00,995.0939,993.7545,982.6391,1030.4566,1011.983325,1,1,0,0,22,25.2131897
2/7/2015 23:00,947.0567,924.3685,928.4173,979.5945,955.23815,1,1,0,0,23,25.03109131
2/8/2015 0:00,909.0724,903.1085,891.4272,956.5766,922.660225,2,1,0,0,0,24.92885742
2/8/2015 1:00,886.7516,880.2321,873.3819,924.2795,895.566175,2,1,0,0,1,24.84401855
2/8/2015 2:00,881.6221,833.7569,844.9238,887.4576,862.520775,2,1,0,0,2,24.78371582
2/8/2015 3:00,854.9468,797.1602,831.5366,858.9606,839.9135,2,1,0,0,3,24.68856201
2/8/2015 4:00,834.4891,794.6554,824.3757,847.4881,830.835075,2,1,0,0,4,24.53719482
2/8/2015 5:00,826.144,795.035,815.4005,842.7522,825.75855,2,1,0,0,5,24.31643066
2/8/2015 6:00,800.9296,786.3227,785.2751,807.4211,800.321225,2,1,0,0,6,24.25246582
2/8/2015 7:00,774.0134,794.2571,784.115,813.1819,807.527125,2,1,0,0,7,25.43029175
2/8/2015 8:00,858.6818,832.4831,850.1076,873.801,863.956025,2,1,0,0,8,26.78701172
2/8/2015 9:00,931.3904,894.8591,900.5203,935.3192,924.161675,2,1,0,0,9,28.02053223
2/8/2015 10:00,986.784,957.3312,947.4644,1009.0054,979.0022,2,1,0,0,10,28.99828491
2/8/2015 11:00,1032.3104,977.4178,994.9207,1070.3791,1024.77915,2,1,0,0,11,29.71959839
2/8/2015 12:00,1022.1531,986.8686,997.6492,1070.603,1027.88035,2,1,0,0,12,30.13729248
2/8/2015 13:00,1017.3754,1016.871,1022.2995,1073.1479,1047.385575,2,1,0,0,13,30.25008545
2/8/2015 14:00,1015.8573,1013.7429,1005.4982,1064.0288,1042.9979,2,1,0,0,14,30.04915771
2/8/2015 15:00,1016.3893,1003.3514,976.7352,1060.6283,1021.842375,2,1,0,0,15,29.47823486
2/8/2015 16:00,1010.4936,972.1373,950.3055,1030.8882,992.790525,2,1,0,0,16,28.76943359
2/8/2015 17:00,1003.3968,973.5054,924.8994,1015.4938,980.00585,2,1,0,0,17,27.99727783
2/8/2015 18:00,1059.7039,1014.4287,956.6288,1073.743,1022.7488,2,1,0,0,18,27.10628662
2/8/2015 19:00,1065.2475,1056.7406,989.6201,1113.4443,1062.940875,2,1,0,0,19,26.47072754
2/8/2015 20:00,1054.9267,1059.693,937.0267,1122.2487,1052.35945,2,1,0,0,20,26.07845459
2/8/2015 21:00,1038.4146,1048.7289,923.1207,1095.6601,1039.802,2,1,0,0,21,25.80059204
2/8/2015 22:00,1016.7235,1014.8273,866.1484,1046.8138,990.6736,2,1,0,0,22,25.54842529
2/8/2015 23:00,1012.8988,988.7315,854.4974,1010.9126,962.05365,2,1,0,0,23,25.30074463
2/9/2015 0:00,959.0116,933.0819,921.9623,968.9371,941.87605,3,0,0,0,0,25.09703979
2/9/2015 1:00,880.5882,908.0185,898.0128,941.5469,913.1614,3,0,0,0,1,24.91091309
2/9/2015 2:00,851.1215,878.4758,866.318,898.3399,880.673675,3,0,0,0,2,24.7385498
2/9/2015 3:00,833.8631,863.0414,850.4627,881.8438,865.360375,3,0,0,0,3,24.59105835
2/9/2015 4:00,833.7543,849.6114,840.0504,870.5737,856.971325,3,0,0,0,4,24.43242798
2/9/2015 5:00,870.6097,860.4131,852.0383,876.8468,870.93045,3,0,0,0,5,24.30996094
2/9/2015 6:00,890.1301,892.6934,907.98,903.8017,909.122275,3,0,0,0,6,24.29415283
2/9/2015 7:00,982.9519,1002.2464,977.8589,1018.3418,1013.76175,3,0,0,0,7,25.04833374
2/9/2015 8:00,1210.6849,1174.0484,1163.8845,1228.567,1202.56665,3,0,0,0,8,25.80230103
2/9/2015 9:00,1314.1282,1292.7993,1252.612,1317.0702,1309.310375,3,0,0,0,9,26.4449707
2/9/2015 10:00,1406.5508,1328.3086,1330.4315,1413.0273,1373.498925,3,0,0,0,10,27.18215332
2/9/2015 11:00,1415.3003,1362.5083,1362.5769,1452.004,1409.815075,3,0,0,0,11,27.94118652
2/9/2015 12:00,1406.0979,1367.5436,1358.9632,1439.2499,1406.408325,3,0,0,0,12,28.47417603
2/9/2015 13:00,1441.7826,1386.9264,1383.8766,1468.9201,1431.344625,3,0,0,0,13,28.81899414
2/9/2015 14:00,1433.6879,1382.8276,1372.4912,1466.2352,1429.143,3,0,0,0,14,29.12166748
2/9/2015 15:00,1392.8559,1339.9463,1323.3944,1420.9684,1385.569575,3,0,0,0,15,29.2987915
2/9/2015 16:00,1327.5476,1295.3971,1273.2729,1352.0557,1327.2562,3,0,0,0,16,29.16930542
2/9/2015 17:00,1213.3713,1179.2538,1185.6596,1218.532,1211.7032,3,0,0,0,17,28.72698364
2/9/2015 18:00,1195.2741,1161.5804,1160.0813,1214.6585,1196.534875,3,0,0,0,18,28.02767334
2/9/2015 19:00,1179.7556,1189.0629,1198.0354,1247.0384,1215.023475,3,0,0,0,19,27.5413147
2/9/2015 20:00,1129.5416,1148.3588,1165.8139,1196.3554,1176.892225,3,0,0,0,20,27.0442749
2/9/2015 21:00,1085.3999,1107.1598,1113.3515,1179.6993,1141.09145,3,0,0,0,21,26.50164185
2/9/2015 22:00,1036.7993,1062.1176,1070.1869,1113.0861,1085.896175,3,0,0,0,22,26.0045105
2/9/2015 23:00,1014.2258,966.7092,1007.8284,1069.6154,1020.22735,3,0,0,0,23,25.53652344
2/10/2015 0:00,961.6354,920.5191,899.6775,1008.6023,953.7568,4,0,0,0,0,25.13005981
2/10/2015 1:00,883.7256,897.5169,848.3934,963.507,913.01715,4,0,0,0,1,24.79519043
2/10/2015 2:00,855.3336,869.4597,811.2,932.9905,882.7072,4,0,0,0,2,24.51720581
2/10/2015 3:00,832.9092,852.9057,791.85,914.5482,864.4641,4,0,0,0,3,24.30129395
2/10/2015 4:00,822.678,841.4068,792.28,890.0387,851.811025,4,0,0,0,4,24.19274292
2/10/2015 5:00,834.3291,847.5249,819.3325,898.9312,866.0317,4,0,0,0,5,24.20916138
2/10/2015 6:00,860.0151,874.9339,874.8625,938.52,901.50405,4,0,0,0,6,24.31871948
2/10/2015 7:00,964.4737,988.2331,1009.9003,1032.0544,1015.99475,4,0,0,0,7,25.27785645
2/10/2015 8:00,1181.6389,1142.0282,1186.3006,1231.2967,1195.1009,4,0,0,0,8,26.12008057
2/10/2015 9:00,1283.444,1238.2936,1286.7323,1342.1865,1306.964475,4,0,0,0,9,27.20668945
2/10/2015 10:00,1349.594,1319.7171,1266.3286,1400.6246,1352.7265,4,0,0,0,10,28.32296143
2/10/2015 11:00,1393.4676,1356.417,1315.2625,1418.5336,1384.3419,4,0,0,0,11,29.07872925
2/10/2015 12:00,1377.4329,1353.565,1296.385,1399.3289,1373.2432,4,0,0,0,12,29.7288147
2/10/2015 13:00,1385.6637,1391.9574,1290.2025,1431.8609,1396.49205,4,0,0,0,13,30.29873047
2/10/2015 14:00,1383.2887,1387.9913,1301.9175,1434.055,1400.134425,4,0,0,0,14,30.593927
